"region","age","gender","population"
"SSC20179",50,"F",0
"SSC20179",51,"M",0
"SSC20179",51,"F",0
"SSC20179",52,"M",0
"SSC20179",52,"F",0
"SSC20179",53,"M",0
"SSC20179",53,"F",0
"SSC20179",54,"M",0
"SSC20179",54,"F",0
"SSC20179",55,"M",0
"SSC20179",55,"F",0
"SSC21238",0,"M",18
"SSC21238",0,"F",15
"SSC21238",1,"M",21
"SSC21238",1,"F",14
"SSC21238",2,"M",20
"SSC21238",2,"F",14
"SSC21238",3,"M",24
"SSC21238",3,"F",22
"SSC21238",4,"M",24
"SSC21238",4,"F",16
"SSC21238",5,"M",20
"SSC21238",5,"F",18
"SSC21238",6,"M",25
"SSC21238",6,"F",21
"SSC21238",7,"M",23
"SSC21238",7,"F",15
"SSC21238",8,"M",21
"SSC21238",8,"F",27
"SSC21238",9,"M",36
"SSC21238",9,"F",32
"SSC21238",10,"M",29
"SSC21238",10,"F",25
"SSC21238",11,"M",33
"SSC21238",11,"F",24
"SSC21238",12,"M",27
"SSC21238",12,"F",22
"SSC21238",13,"M",43
"SSC21238",13,"F",29
"SSC21238",14,"M",35
"SSC21238",14,"F",26
"SSC21238",15,"M",24
"SSC21238",15,"F",33
"SSC21238",16,"M",27
"SSC21238",16,"F",35
"SSC21238",17,"M",29
"SSC21238",17,"F",21
"SSC21238",18,"M",21
"SSC21238",18,"F",38
"SSC21238",19,"M",30
"SSC21238",19,"F",23
"SSC21238",20,"M",24
"SSC21238",20,"F",14
"SSC21238",21,"M",24
"SSC21238",21,"F",21
"SSC21238",22,"M",31
"SSC21238",22,"F",31
"SSC21238",23,"M",18
"SSC21238",23,"F",24
"SSC21238",24,"M",27
"SSC21238",24,"F",13
"SSC21238",25,"M",14
"SSC21238",25,"F",18
"SSC21238",26,"M",14
"SSC21238",26,"F",13
"SSC21238",27,"M",21
"SSC21238",27,"F",12
"SSC21238",28,"M",15
"SSC21238",28,"F",21
"SSC21238",29,"M",19
"SSC21238",29,"F",14
"SSC21238",30,"M",9
"SSC21238",30,"F",19
"SSC21238",31,"M",21
"SSC21238",31,"F",22
"SSC21238",32,"M",17
"SSC21238",32,"F",13
"SSC21238",33,"M",18
"SSC21238",33,"F",19
"SSC21238",34,"M",16
"SSC21238",34,"F",23
"SSC21238",35,"M",11
"SSC21238",35,"F",19
"SSC21238",36,"M",11
"SSC21238",36,"F",21
"SSC21238",37,"M",22
"SSC21238",37,"F",21
"SSC21238",38,"M",16
"SSC21238",38,"F",13
"SSC21238",39,"M",22
"SSC21238",39,"F",21
"SSC21238",40,"M",26
"SSC21238",40,"F",20
"SSC21238",41,"M",15
"SSC21238",41,"F",24
"SSC21238",42,"M",15
"SSC21238",42,"F",35
"SSC21238",43,"M",35
"SSC21238",43,"F",24
"SSC21238",44,"M",24
"SSC21238",44,"F",30
"SSC21238",45,"M",26
"SSC21238",45,"F",30
"SSC21238",46,"M",28
"SSC21238",46,"F",42
"SSC21238",47,"M",31
"SSC21238",47,"F",36
"SSC21238",48,"M",36
"SSC21238",48,"F",35
"SSC21238",49,"M",23
"SSC21238",49,"F",27
"SSC21238",50,"M",30
"SSC21238",50,"F",30
"SSC21238",51,"M",29
"SSC21238",51,"F",31
"SSC21238",52,"M",19
"SSC21238",52,"F",33
"SSC21238",53,"M",27
"SSC21238",53,"F",31
"SSC21238",54,"M",30
"SSC21238",54,"F",29
"SSC21238",55,"M",37
"SSC21238",55,"F",31
"SSC22331",0,"M",0
"SSC22331",0,"F",0
"SSC22331",1,"M",0
"SSC22331",1,"F",0
"SSC22331",2,"M",0
"SSC22331",2,"F",0
"SSC22331",3,"M",0
"SSC22331",3,"F",0
"SSC22331",4,"M",0
"SSC22331",4,"F",0
"SSC22331",5,"M",0
"SSC22331",5,"F",0
"SSC22331",6,"M",0
"SSC22331",6,"F",0
"SSC22331",7,"M",0
"SSC22331",7,"F",0
"SSC22331",8,"M",0
"SSC22331",8,"F",0
"SSC22331",9,"M",0
"SSC22331",9,"F",0
"SSC22331",10,"M",0
"SSC22331",10,"F",0
"SSC22331",11,"M",0
"SSC22331",11,"F",0
"SSC22331",12,"M",0
"SSC22331",12,"F",0
"SSC22331",13,"M",0
"SSC22331",13,"F",0
"SSC22331",14,"M",0
"SSC22331",14,"F",0
"SSC22331",15,"M",4
"SSC22331",15,"F",0
"SSC22331",16,"M",3
"SSC22331",16,"F",0
"SSC22331",17,"M",0
"SSC22331",17,"F",0
"SSC22331",18,"M",3
"SSC22331",18,"F",0
"SSC22331",19,"M",0
"SSC22331",19,"F",3
"SSC22331",20,"M",0
"SSC22331",20,"F",0
"SSC22331",21,"M",3
"SSC22331",21,"F",0
"SSC22331",22,"M",0
"SSC22331",22,"F",0
"SSC22331",23,"M",0
"SSC22331",23,"F",0
"SSC22331",24,"M",0
"SSC22331",24,"F",0
"SSC22331",25,"M",0
"SSC22331",25,"F",0
"SSC22331",26,"M",0
"SSC22331",26,"F",0
"SSC22331",27,"M",0
"SSC22331",27,"F",0
"SSC22331",28,"M",0
"SSC22331",28,"F",0
"SSC22331",29,"M",0
"SSC22331",29,"F",0
"SSC22331",30,"M",0
"SSC22331",30,"F",0
"SSC22331",31,"M",0
"SSC22331",31,"F",0
"SSC22331",32,"M",0
"SSC22331",32,"F",0
"SSC22331",33,"M",3
"SSC22331",33,"F",0
"SSC22331",34,"M",0
"SSC22331",34,"F",0
"SSC22331",35,"M",0
"SSC22331",35,"F",0
"SSC22331",36,"M",0
"SSC22331",36,"F",0
"SSC22331",37,"M",0
"SSC22331",37,"F",3
"SSC22331",38,"M",0
"SSC22331",38,"F",0
"SSC22331",39,"M",0
"SSC22331",39,"F",0
"SSC22331",40,"M",0
"SSC22331",40,"F",0
"SSC22331",41,"M",0
"SSC22331",41,"F",0
"SSC22331",42,"M",3
"SSC22331",42,"F",0
"SSC22331",43,"M",0
"SSC22331",43,"F",3
"SSC22331",44,"M",0
"SSC22331",44,"F",0
"SSC22331",45,"M",0
"SSC22331",45,"F",0
"SSC22331",46,"M",0
"SSC22331",46,"F",0
"SSC22331",47,"M",0
"SSC22331",47,"F",0
"SSC22331",48,"M",0
"SSC22331",48,"F",0
"SSC22331",49,"M",0
"SSC22331",49,"F",0
"SSC22331",50,"M",0
"SSC22331",50,"F",0
"SSC22331",51,"M",0
"SSC22331",51,"F",0
"SSC22331",52,"M",3
"SSC22331",52,"F",0
"SSC22331",53,"M",0
"SSC22331",53,"F",0
"SSC22331",54,"M",0
"SSC22331",54,"F",4
"SSC22331",55,"M",3
"SSC22331",55,"F",4
"SSC20500",0,"M",0
"SSC20500",0,"F",0
"SSC20500",1,"M",0
"SSC20500",1,"F",0
"SSC20500",2,"M",0
"SSC20500",2,"F",0
"SSC20500",3,"M",0
"SSC20500",3,"F",0
"SSC20500",4,"M",0
"SSC20500",4,"F",0
"SSC20500",5,"M",0
"SSC20500",5,"F",0
"SSC20500",6,"M",0
"SSC20500",6,"F",3
"SSC20500",7,"M",0
"SSC20500",7,"F",0
"SSC20500",8,"M",0
"SSC20500",8,"F",0
"SSC20500",9,"M",0
"SSC20500",9,"F",0
"SSC20500",10,"M",3
"SSC20500",10,"F",0
"SSC20500",11,"M",0
"SSC20500",11,"F",0
"SSC20500",12,"M",0
"SSC20500",12,"F",0
"SSC20500",13,"M",0
"SSC20500",13,"F",0
"SSC20500",14,"M",3
"SSC20500",14,"F",0
"SSC20500",15,"M",0
"SSC20500",15,"F",0
"SSC20500",16,"M",0
"SSC20500",16,"F",0
"SSC20500",17,"M",0
"SSC20500",17,"F",0
"SSC20500",18,"M",0
"SSC20500",18,"F",0
"SSC20500",19,"M",0
"SSC20500",19,"F",0
"SSC20500",20,"M",0
"SSC20500",20,"F",0
"SSC20500",21,"M",0
"SSC20500",21,"F",0
"SSC20500",22,"M",0
"SSC20500",22,"F",0
"SSC20500",23,"M",0
"SSC20500",23,"F",0
"SSC20500",24,"M",0
"SSC20500",24,"F",0
"SSC20500",25,"M",0
"SSC20500",25,"F",0
"SSC20500",26,"M",0
"SSC20500",26,"F",0
"SSC20500",27,"M",0
"SSC20500",27,"F",0
"SSC20500",28,"M",0
"SSC20500",28,"F",0
"SSC20500",29,"M",0
"SSC20500",29,"F",0
"SSC20500",30,"M",0
"SSC20500",30,"F",0
"SSC20500",31,"M",0
"SSC20500",31,"F",0
"SSC20500",32,"M",0
"SSC20500",32,"F",0
"SSC20500",33,"M",0
"SSC20500",33,"F",0
"SSC20500",34,"M",0
"SSC20500",34,"F",0
"SSC20500",35,"M",0
"SSC20500",35,"F",0
"SSC20500",36,"M",0
"SSC20500",36,"F",3
"SSC20500",37,"M",0
"SSC20500",37,"F",0
"SSC20500",38,"M",3
"SSC20500",38,"F",0
"SSC20500",39,"M",0
"SSC20500",39,"F",0
"SSC20500",40,"M",0
"SSC20500",40,"F",0
"SSC20500",41,"M",0
"SSC20500",41,"F",0
"SSC20500",42,"M",0
"SSC20500",42,"F",3
"SSC20500",43,"M",0
"SSC20500",43,"F",0
"SSC20500",44,"M",0
"SSC20500",44,"F",0
"SSC20500",45,"M",3
"SSC20500",45,"F",0
"SSC20500",46,"M",0
"SSC20500",46,"F",0
"SSC20500",47,"M",0
"SSC20500",47,"F",3
"SSC20500",48,"M",0
"SSC20500",48,"F",3
"SSC20500",49,"M",0
"SSC20500",49,"F",0
"SSC20500",50,"M",3
"SSC20500",50,"F",0
"SSC20500",51,"M",3
"SSC20500",51,"F",0
"SSC20500",52,"M",3
"SSC20500",52,"F",0
"SSC20500",53,"M",0
"SSC20500",53,"F",0
"SSC20500",54,"M",0
"SSC20500",54,"F",3
"SSC20500",55,"M",0
"SSC20500",55,"F",0
"SSC21034",0,"M",0
"SSC21034",0,"F",0
"SSC21034",1,"M",0
"SSC21034",1,"F",0
"SSC21034",2,"M",3
"SSC21034",2,"F",0
"SSC21034",3,"M",0
"SSC21034",3,"F",0
"SSC21034",4,"M",0
"SSC21034",4,"F",0
"SSC21034",5,"M",0
"SSC21034",5,"F",0
"SSC21034",6,"M",0
"SSC21034",6,"F",0
"SSC21034",7,"M",0
"SSC21034",7,"F",0
"SSC21034",8,"M",0
"SSC21034",8,"F",0
"SSC21034",9,"M",0
"SSC21034",9,"F",0
"SSC21034",10,"M",0
"SSC21034",10,"F",0
"SSC21034",11,"M",0
"SSC21034",11,"F",0
"SSC21034",12,"M",0
"SSC21034",12,"F",0
"SSC21034",13,"M",3
"SSC21034",13,"F",0
"SSC21034",14,"M",0
"SSC21034",14,"F",3
"SSC21034",15,"M",0
"SSC21034",15,"F",0
"SSC21034",16,"M",0
"SSC21034",16,"F",0
"SSC21034",17,"M",0
"SSC21034",17,"F",0
"SSC21034",18,"M",0
"SSC21034",18,"F",0
"SSC21034",19,"M",0
"SSC21034",19,"F",0
"SSC21034",20,"M",0
"SSC21034",20,"F",0
"SSC21034",21,"M",0
"SSC21034",21,"F",0
"SSC21034",22,"M",0
"SSC21034",22,"F",0
"SSC21034",23,"M",0
"SSC21034",23,"F",0
"SSC21034",24,"M",0
"SSC21034",24,"F",0
"SSC21034",25,"M",0
"SSC21034",25,"F",0
"SSC21034",26,"M",0
"SSC21034",26,"F",0
"SSC21034",27,"M",0
"SSC21034",27,"F",0
"SSC21034",28,"M",0
"SSC21034",28,"F",0
"SSC21034",29,"M",0
"SSC21034",29,"F",0
"SSC21034",30,"M",3
"SSC21034",30,"F",0
"SSC21034",31,"M",0
"SSC21034",31,"F",3
"SSC21034",32,"M",0
"SSC21034",32,"F",0
"SSC21034",33,"M",0
"SSC21034",33,"F",0
"SSC21034",34,"M",0
"SSC21034",34,"F",0
"SSC21034",35,"M",0
"SSC21034",35,"F",0
"SSC21034",36,"M",0
"SSC21034",36,"F",0
"SSC21034",37,"M",0
"SSC21034",37,"F",0
"SSC21034",38,"M",0
"SSC21034",38,"F",0
"SSC21034",39,"M",0
"SSC21034",39,"F",0
"SSC21034",40,"M",0
"SSC21034",40,"F",0
"SSC21034",41,"M",0
"SSC21034",41,"F",0
"SSC21034",42,"M",0
"SSC21034",42,"F",3
"SSC21034",43,"M",0
"SSC21034",43,"F",0
"SSC21034",44,"M",0
"SSC21034",44,"F",0
"SSC21034",45,"M",0
"SSC21034",45,"F",3
"SSC21034",46,"M",0
"SSC21034",46,"F",0
"SSC21034",47,"M",3
"SSC21034",47,"F",0
"SSC21034",48,"M",0
"SSC21034",48,"F",0
"SSC21034",49,"M",3
"SSC21034",49,"F",0
"SSC21034",50,"M",0
"SSC21034",50,"F",0
"SSC21034",51,"M",4
"SSC21034",51,"F",0
"SSC21034",52,"M",0
"SSC21034",52,"F",0
"SSC21034",53,"M",3
"SSC21034",53,"F",3
"SSC21034",54,"M",0
"SSC21034",54,"F",0
"SSC21034",55,"M",0
"SSC21034",55,"F",0
"SSC22076",0,"M",16
"SSC22076",0,"F",7
"SSC22076",1,"M",13
"SSC22076",1,"F",5
"SSC22076",2,"M",8
"SSC22076",2,"F",13
"SSC22076",3,"M",9
"SSC22076",3,"F",9
"SSC22076",4,"M",8
"SSC22076",4,"F",10
"SSC22076",5,"M",16
"SSC22076",5,"F",20
"SSC22076",6,"M",16
"SSC22076",6,"F",19
"SSC22076",7,"M",10
"SSC22076",7,"F",8
"SSC22076",8,"M",11
"SSC22076",8,"F",10
"SSC22076",9,"M",9
"SSC22076",9,"F",9
"SSC22076",10,"M",18
"SSC22076",10,"F",11
"SSC22076",11,"M",16
"SSC22076",11,"F",14
"SSC22076",12,"M",14
"SSC22076",12,"F",12
"SSC22076",13,"M",8
"SSC22076",13,"F",12
"SSC22076",14,"M",22
"SSC22076",14,"F",20
"SSC22076",15,"M",14
"SSC22076",15,"F",5
"SSC22076",16,"M",3
"SSC22076",16,"F",18
"SSC22076",17,"M",18
"SSC22076",17,"F",12
"SSC22076",18,"M",18
"SSC22076",18,"F",11
"SSC22076",19,"M",5
"SSC22076",19,"F",10
"SSC22076",20,"M",12
"SSC22076",20,"F",12
"SSC22076",21,"M",7
"SSC22076",21,"F",7
"SSC22076",22,"M",6
"SSC22076",22,"F",3
"SSC22076",23,"M",7
"SSC22076",23,"F",3
"SSC22076",24,"M",9
"SSC22076",24,"F",0
"SSC22076",25,"M",6
"SSC22076",25,"F",6
"SSC22076",26,"M",3
"SSC22076",26,"F",5
"SSC22076",27,"M",3
"SSC22076",27,"F",6
"SSC22076",28,"M",3
"SSC22076",28,"F",8
"SSC22076",29,"M",10
"SSC22076",29,"F",8
"SSC22076",30,"M",7
"SSC22076",30,"F",9
"SSC22076",31,"M",10
"SSC22076",31,"F",6
"SSC22076",32,"M",6
"SSC22076",32,"F",9
"SSC22076",33,"M",3
"SSC22076",33,"F",15
"SSC22076",34,"M",3
"SSC22076",34,"F",8
"SSC22076",35,"M",8
"SSC22076",35,"F",11
"SSC22076",36,"M",8
"SSC22076",36,"F",7
"SSC22076",37,"M",10
"SSC22076",37,"F",14
"SSC22076",38,"M",11
"SSC22076",38,"F",11
"SSC22076",39,"M",9
"SSC22076",39,"F",11
"SSC22076",40,"M",10
"SSC22076",40,"F",15
"SSC22076",41,"M",13
"SSC22076",41,"F",10
"SSC22076",42,"M",15
"SSC22076",42,"F",13
"SSC22076",43,"M",11
"SSC22076",43,"F",19
"SSC22076",44,"M",16
"SSC22076",44,"F",13
"SSC22076",45,"M",20
"SSC22076",45,"F",14
"SSC22076",46,"M",14
"SSC22076",46,"F",6
"SSC22076",47,"M",7
"SSC22076",47,"F",8
"SSC22076",48,"M",17
"SSC22076",48,"F",22
"SSC22076",49,"M",6
"SSC22076",49,"F",14
"SSC22076",50,"M",19
"SSC22076",50,"F",19
"SSC22076",51,"M",12
"SSC22076",51,"F",11
"SSC22076",52,"M",21
"SSC22076",52,"F",17
"SSC22076",53,"M",8
"SSC22076",53,"F",20
"SSC22076",54,"M",14
"SSC22076",54,"F",12
"SSC22076",55,"M",7
"SSC22076",55,"F",16
"SSC20337",0,"M",0
"SSC20337",0,"F",0
"SSC20337",1,"M",0
"SSC20337",1,"F",0
"SSC20337",2,"M",3
"SSC20337",2,"F",0
"SSC20337",3,"M",0
"SSC20337",3,"F",0
"SSC20337",4,"M",0
"SSC20337",4,"F",0
"SSC20337",5,"M",0
"SSC20337",5,"F",0
"SSC20337",6,"M",0
"SSC20337",6,"F",0
"SSC20337",7,"M",0
"SSC20337",7,"F",0
"SSC20337",8,"M",0
"SSC20337",8,"F",3
"SSC20337",9,"M",0
"SSC20337",9,"F",0
"SSC20337",10,"M",0
"SSC20337",10,"F",3
"SSC20337",11,"M",0
"SSC20337",11,"F",0
"SSC20337",12,"M",0
"SSC20337",12,"F",0
"SSC20337",13,"M",0
"SSC20337",13,"F",3
"SSC20337",14,"M",3
"SSC20337",14,"F",0
"SSC20337",15,"M",3
"SSC20337",15,"F",0
"SSC20337",16,"M",0
"SSC20337",16,"F",0
"SSC20337",17,"M",3
"SSC20337",17,"F",0
"SSC20337",18,"M",0
"SSC20337",18,"F",0
"SSC20337",19,"M",3
"SSC20337",19,"F",0
"SSC20337",20,"M",3
"SSC20337",20,"F",0
"SSC20337",21,"M",0
"SSC20337",21,"F",0
"SSC20337",22,"M",3
"SSC20337",22,"F",0
"SSC20337",23,"M",0
"SSC20337",23,"F",4
"SSC20337",24,"M",0
"SSC20337",24,"F",0
"SSC20337",25,"M",0
"SSC20337",25,"F",0
"SSC20337",26,"M",0
"SSC20337",26,"F",0
"SSC20337",27,"M",0
"SSC20337",27,"F",0
"SSC20337",28,"M",0
"SSC20337",28,"F",0
"SSC20337",29,"M",0
"SSC20337",29,"F",0
"SSC20337",30,"M",0
"SSC20337",30,"F",0
"SSC20337",31,"M",0
"SSC20337",31,"F",0
"SSC20337",32,"M",0
"SSC20337",32,"F",0
"SSC20337",33,"M",0
"SSC20337",33,"F",0
"SSC20337",34,"M",0
"SSC20337",34,"F",0
"SSC20337",35,"M",0
"SSC20337",35,"F",0
"SSC20337",36,"M",0
"SSC20337",36,"F",0
"SSC20337",37,"M",0
"SSC20337",37,"F",0
"SSC20337",38,"M",0
"SSC20337",38,"F",0
"SSC20337",39,"M",0
"SSC20337",39,"F",0
"SSC20337",40,"M",0
"SSC20337",40,"F",4
"SSC20337",41,"M",0
"SSC20337",41,"F",0
"SSC20337",42,"M",0
"SSC20337",42,"F",0
"SSC20337",43,"M",0
"SSC20337",43,"F",3
"SSC20337",44,"M",0
"SSC20337",44,"F",0
"SSC20337",45,"M",0
"SSC20337",45,"F",0
"SSC20337",46,"M",0
"SSC20337",46,"F",0
"SSC20337",47,"M",3
"SSC20337",47,"F",3
"SSC20337",48,"M",0
"SSC20337",48,"F",3
"SSC20337",49,"M",0
"SSC20337",49,"F",0
"SSC20337",50,"M",4
"SSC20337",50,"F",0
"SSC20337",51,"M",0
"SSC20337",51,"F",0
"SSC20337",52,"M",0
"SSC20337",52,"F",0
"SSC20337",53,"M",0
"SSC20337",53,"F",0
"SSC20337",54,"M",0
"SSC20337",54,"F",0
"SSC20337",55,"M",3
"SSC20337",55,"F",3
"SSC22209",0,"M",28
"SSC22209",0,"F",57
"SSC22209",1,"M",45
"SSC22209",1,"F",53
"SSC22209",2,"M",36
"SSC22209",2,"F",50
"SSC22209",3,"M",54
"SSC22209",3,"F",44
"SSC22209",4,"M",50
"SSC22209",4,"F",50
"SSC22209",5,"M",69
"SSC22209",5,"F",41
"SSC22209",6,"M",45
"SSC22209",6,"F",59
"SSC22209",7,"M",54
"SSC22209",7,"F",52
"SSC22209",8,"M",41
"SSC22209",8,"F",50
"SSC22209",9,"M",66
"SSC22209",9,"F",57
"SSC22209",10,"M",41
"SSC22209",10,"F",51
"SSC22209",11,"M",37
"SSC22209",11,"F",31
"SSC22209",12,"M",44
"SSC22209",12,"F",50
"SSC22209",13,"M",30
"SSC22209",13,"F",28
"SSC22209",14,"M",47
"SSC22209",14,"F",26
"SSC22209",15,"M",33
"SSC22209",15,"F",47
"SSC22209",16,"M",37
"SSC22209",16,"F",36
"SSC22209",17,"M",45
"SSC22209",17,"F",49
"SSC22209",18,"M",46
"SSC22209",18,"F",26
"SSC22209",19,"M",22
"SSC22209",19,"F",25
"SSC22209",20,"M",37
"SSC22209",20,"F",29
"SSC22209",21,"M",39
"SSC22209",21,"F",30
"SSC22209",22,"M",40
"SSC22209",22,"F",22
"SSC22209",23,"M",25
"SSC22209",23,"F",34
"SSC22209",24,"M",43
"SSC22209",24,"F",25
"SSC22209",25,"M",33
"SSC22209",25,"F",39
"SSC22209",26,"M",35
"SSC22209",26,"F",41
"SSC22209",27,"M",36
"SSC22209",27,"F",38
"SSC22209",28,"M",41
"SSC22209",28,"F",29
"SSC22209",29,"M",39
"SSC22209",29,"F",43
"SSC22209",30,"M",49
"SSC22209",30,"F",34
"SSC22209",31,"M",49
"SSC22209",31,"F",37
"SSC22209",32,"M",37
"SSC22209",32,"F",51
"SSC22209",33,"M",35
"SSC22209",33,"F",42
"SSC22209",34,"M",36
"SSC22209",34,"F",42
"SSC22209",35,"M",43
"SSC22209",35,"F",46
"SSC22209",36,"M",30
"SSC22209",36,"F",58
"SSC22209",37,"M",37
"SSC22209",37,"F",45
"SSC22209",38,"M",45
"SSC22209",38,"F",54
"SSC22209",39,"M",44
"SSC22209",39,"F",44
"SSC22209",40,"M",43
"SSC22209",40,"F",55
"SSC22209",41,"M",56
"SSC22209",41,"F",69
"SSC22209",42,"M",53
"SSC22209",42,"F",54
"SSC22209",43,"M",65
"SSC22209",43,"F",61
"SSC22209",44,"M",63
"SSC22209",44,"F",57
"SSC22209",45,"M",71
"SSC22209",45,"F",72
"SSC22209",46,"M",57
"SSC22209",46,"F",55
"SSC22209",47,"M",47
"SSC22209",47,"F",68
"SSC22209",48,"M",50
"SSC22209",48,"F",48
"SSC22209",49,"M",51
"SSC22209",49,"F",48
"SSC22209",50,"M",53
"SSC22209",50,"F",53
"SSC22209",51,"M",49
"SSC22209",51,"F",47
"SSC22209",52,"M",36
"SSC22209",52,"F",56
"SSC22209",53,"M",54
"SSC22209",53,"F",49
"SSC22209",54,"M",46
"SSC22209",54,"F",52
"SSC22209",55,"M",55
"SSC22209",55,"F",55
"SSC22284",0,"M",3
"SSC22284",0,"F",0
"SSC22284",1,"M",0
"SSC22284",1,"F",5
"SSC22284",2,"M",0
"SSC22284",2,"F",4
"SSC22284",3,"M",0
"SSC22284",3,"F",3
"SSC22284",4,"M",0
"SSC22284",4,"F",0
"SSC22284",5,"M",0
"SSC22284",5,"F",3
"SSC22284",6,"M",4
"SSC22284",6,"F",3
"SSC22284",7,"M",0
"SSC22284",7,"F",3
"SSC22284",8,"M",4
"SSC22284",8,"F",3
"SSC22284",9,"M",8
"SSC22284",9,"F",3
"SSC22284",10,"M",0
"SSC22284",10,"F",4
"SSC22284",11,"M",0
"SSC22284",11,"F",3
"SSC22284",12,"M",3
"SSC22284",12,"F",0
"SSC22284",13,"M",8
"SSC22284",13,"F",0
"SSC22284",14,"M",0
"SSC22284",14,"F",3
"SSC22284",15,"M",4
"SSC22284",15,"F",3
"SSC22284",16,"M",3
"SSC22284",16,"F",3
"SSC22284",17,"M",5
"SSC22284",17,"F",0
"SSC22284",18,"M",7
"SSC22284",18,"F",4
"SSC22284",19,"M",3
"SSC22284",19,"F",3
"SSC22284",20,"M",3
"SSC22284",20,"F",0
"SSC22284",21,"M",7
"SSC22284",21,"F",3
"SSC22284",22,"M",0
"SSC22284",22,"F",4
"SSC22284",23,"M",0
"SSC22284",23,"F",3
"SSC22284",24,"M",0
"SSC22284",24,"F",0
"SSC22284",25,"M",0
"SSC22284",25,"F",4
"SSC22284",26,"M",0
"SSC22284",26,"F",0
"SSC22284",27,"M",3
"SSC22284",27,"F",0
"SSC22284",28,"M",0
"SSC22284",28,"F",0
"SSC22284",29,"M",3
"SSC22284",29,"F",0
"SSC22284",30,"M",3
"SSC22284",30,"F",3
"SSC22284",31,"M",0
"SSC22284",31,"F",0
"SSC22284",32,"M",0
"SSC22284",32,"F",0
"SSC22284",33,"M",0
"SSC22284",33,"F",0
"SSC22284",34,"M",3
"SSC22284",34,"F",0
"SSC22284",35,"M",3
"SSC22284",35,"F",0
"SSC22284",36,"M",3
"SSC22284",36,"F",3
"SSC22284",37,"M",0
"SSC22284",37,"F",0
"SSC22284",38,"M",0
"SSC22284",38,"F",0
"SSC22284",39,"M",0
"SSC22284",39,"F",0
"SSC22284",40,"M",0
"SSC22284",40,"F",0
"SSC22284",41,"M",0
"SSC22284",41,"F",3
"SSC22284",42,"M",5
"SSC22284",42,"F",0
"SSC22284",43,"M",0
"SSC22284",43,"F",3
"SSC22284",44,"M",5
"SSC22284",44,"F",0
"SSC22284",45,"M",3
"SSC22284",45,"F",5
"SSC22284",46,"M",3
"SSC22284",46,"F",9
"SSC22284",47,"M",4
"SSC22284",47,"F",3
"SSC22284",48,"M",5
"SSC22284",48,"F",3
"SSC22284",49,"M",0
"SSC22284",49,"F",9
"SSC22284",50,"M",5
"SSC22284",50,"F",0
"SSC22284",51,"M",3
"SSC22284",51,"F",0
"SSC22284",52,"M",5
"SSC22284",52,"F",8
"SSC22284",53,"M",0
"SSC22284",53,"F",4
"SSC22284",54,"M",9
"SSC22284",54,"F",7
"SSC22284",55,"M",5
"SSC22284",55,"F",4
"SSC22101",0,"M",0
"SSC22101",0,"F",0
"SSC22101",1,"M",0
"SSC22101",1,"F",0
"SSC22101",2,"M",0
"SSC22101",2,"F",0
"SSC22101",3,"M",0
"SSC22101",3,"F",0
"SSC22101",4,"M",0
"SSC22101",4,"F",3
"SSC22101",5,"M",4
"SSC22101",5,"F",0
"SSC22101",6,"M",0
"SSC22101",6,"F",0
"SSC22101",7,"M",0
"SSC22101",7,"F",0
"SSC22101",8,"M",4
"SSC22101",8,"F",0
"SSC22101",9,"M",0
"SSC22101",9,"F",0
"SSC22101",10,"M",3
"SSC22101",10,"F",0
"SSC22101",11,"M",3
"SSC22101",11,"F",0
"SSC22101",12,"M",0
"SSC22101",12,"F",0
"SSC22101",13,"M",4
"SSC22101",13,"F",3
"SSC22101",14,"M",3
"SSC22101",14,"F",3
"SSC22101",15,"M",3
"SSC22101",15,"F",0
"SSC22101",16,"M",0
"SSC22101",16,"F",0
"SSC22101",17,"M",3
"SSC22101",17,"F",0
"SSC22101",18,"M",0
"SSC22101",18,"F",0
"SSC22101",19,"M",0
"SSC22101",19,"F",0
"SSC22101",20,"M",0
"SSC22101",20,"F",0
"SSC22101",21,"M",3
"SSC22101",21,"F",0
"SSC22101",22,"M",0
"SSC22101",22,"F",0
"SSC22101",23,"M",0
"SSC22101",23,"F",0
"SSC22101",24,"M",0
"SSC22101",24,"F",0
"SSC22101",25,"M",0
"SSC22101",25,"F",0
"SSC22101",26,"M",0
"SSC22101",26,"F",0
"SSC22101",27,"M",0
"SSC22101",27,"F",0
"SSC22101",28,"M",0
"SSC22101",28,"F",0
"SSC22101",29,"M",0
"SSC22101",29,"F",0
"SSC22101",30,"M",3
"SSC22101",30,"F",0
"SSC22101",31,"M",0
"SSC22101",31,"F",0
"SSC22101",32,"M",0
"SSC22101",32,"F",0
"SSC22101",33,"M",0
"SSC22101",33,"F",0
"SSC22101",34,"M",0
"SSC22101",34,"F",0
"SSC22101",35,"M",0
"SSC22101",35,"F",0
"SSC22101",36,"M",0
"SSC22101",36,"F",3
"SSC22101",37,"M",0
"SSC22101",37,"F",4
"SSC22101",38,"M",0
"SSC22101",38,"F",0
"SSC22101",39,"M",0
"SSC22101",39,"F",0
"SSC22101",40,"M",0
"SSC22101",40,"F",0
"SSC22101",41,"M",0
"SSC22101",41,"F",0
"SSC22101",42,"M",0
"SSC22101",42,"F",0
"SSC22101",43,"M",0
"SSC22101",43,"F",0
"SSC22101",44,"M",3
"SSC22101",44,"F",3
"SSC22101",45,"M",3
"SSC22101",45,"F",0
