"region","age","gender","population"
"SSC22373",49,"F",0
"SSC22373",50,"M",0
"SSC22373",50,"F",0
"SSC22373",51,"M",0
"SSC22373",51,"F",0
"SSC22373",52,"M",0
"SSC22373",52,"F",0
"SSC22373",53,"M",0
"SSC22373",53,"F",3
"SSC22373",54,"M",0
"SSC22373",54,"F",7
"SSC22373",55,"M",0
"SSC22373",55,"F",0
"SSC20579",0,"M",89
"SSC20579",0,"F",104
"SSC20579",1,"M",114
"SSC20579",1,"F",107
"SSC20579",2,"M",95
"SSC20579",2,"F",87
"SSC20579",3,"M",78
"SSC20579",3,"F",111
"SSC20579",4,"M",92
"SSC20579",4,"F",83
"SSC20579",5,"M",91
"SSC20579",5,"F",84
"SSC20579",6,"M",94
"SSC20579",6,"F",69
"SSC20579",7,"M",71
"SSC20579",7,"F",68
"SSC20579",8,"M",76
"SSC20579",8,"F",46
"SSC20579",9,"M",73
"SSC20579",9,"F",59
"SSC20579",10,"M",57
"SSC20579",10,"F",61
"SSC20579",11,"M",60
"SSC20579",11,"F",70
"SSC20579",12,"M",68
"SSC20579",12,"F",67
"SSC20579",13,"M",47
"SSC20579",13,"F",57
"SSC20579",14,"M",36
"SSC20579",14,"F",47
"SSC20579",15,"M",38
"SSC20579",15,"F",58
"SSC20579",16,"M",41
"SSC20579",16,"F",43
"SSC20579",17,"M",45
"SSC20579",17,"F",24
"SSC20579",18,"M",30
"SSC20579",18,"F",37
"SSC20579",19,"M",59
"SSC20579",19,"F",32
"SSC20579",20,"M",32
"SSC20579",20,"F",43
"SSC20579",21,"M",31
"SSC20579",21,"F",47
"SSC20579",22,"M",34
"SSC20579",22,"F",62
"SSC20579",23,"M",33
"SSC20579",23,"F",50
"SSC20579",24,"M",57
"SSC20579",24,"F",70
"SSC20579",25,"M",67
"SSC20579",25,"F",85
"SSC20579",26,"M",74
"SSC20579",26,"F",76
"SSC20579",27,"M",77
"SSC20579",27,"F",107
"SSC20579",28,"M",86
"SSC20579",28,"F",110
"SSC20579",29,"M",75
"SSC20579",29,"F",110
"SSC20579",30,"M",101
"SSC20579",30,"F",110
"SSC20579",31,"M",100
"SSC20579",31,"F",126
"SSC20579",32,"M",93
"SSC20579",32,"F",107
"SSC20579",33,"M",110
"SSC20579",33,"F",88
"SSC20579",34,"M",101
"SSC20579",34,"F",110
"SSC20579",35,"M",109
"SSC20579",35,"F",101
"SSC20579",36,"M",77
"SSC20579",36,"F",80
"SSC20579",37,"M",73
"SSC20579",37,"F",83
"SSC20579",38,"M",88
"SSC20579",38,"F",61
"SSC20579",39,"M",73
"SSC20579",39,"F",66
"SSC20579",40,"M",73
"SSC20579",40,"F",59
"SSC20579",41,"M",73
"SSC20579",41,"F",63
"SSC20579",42,"M",59
"SSC20579",42,"F",68
"SSC20579",43,"M",53
"SSC20579",43,"F",63
"SSC20579",44,"M",54
"SSC20579",44,"F",53
"SSC20579",45,"M",60
"SSC20579",45,"F",44
"SSC20579",46,"M",40
"SSC20579",46,"F",56
"SSC20579",47,"M",43
"SSC20579",47,"F",52
"SSC20579",48,"M",44
"SSC20579",48,"F",34
"SSC20579",49,"M",41
"SSC20579",49,"F",25
"SSC20579",50,"M",41
"SSC20579",50,"F",51
"SSC20579",51,"M",40
"SSC20579",51,"F",29
"SSC20579",52,"M",29
"SSC20579",52,"F",29
"SSC20579",53,"M",37
"SSC20579",53,"F",23
"SSC20579",54,"M",24
"SSC20579",54,"F",21
"SSC20579",55,"M",26
"SSC20579",55,"F",29
"SSC20999",0,"M",0
"SSC20999",0,"F",0
"SSC20999",1,"M",0
"SSC20999",1,"F",0
"SSC20999",2,"M",0
"SSC20999",2,"F",0
"SSC20999",3,"M",0
"SSC20999",3,"F",3
"SSC20999",4,"M",3
"SSC20999",4,"F",0
"SSC20999",5,"M",0
"SSC20999",5,"F",0
"SSC20999",6,"M",3
"SSC20999",6,"F",4
"SSC20999",7,"M",4
"SSC20999",7,"F",0
"SSC20999",8,"M",0
"SSC20999",8,"F",0
"SSC20999",9,"M",0
"SSC20999",9,"F",0
"SSC20999",10,"M",5
"SSC20999",10,"F",0
"SSC20999",11,"M",0
"SSC20999",11,"F",4
"SSC20999",12,"M",3
"SSC20999",12,"F",0
"SSC20999",13,"M",3
"SSC20999",13,"F",3
"SSC20999",14,"M",3
"SSC20999",14,"F",0
"SSC20999",15,"M",0
"SSC20999",15,"F",0
"SSC20999",16,"M",0
"SSC20999",16,"F",0
"SSC20999",17,"M",0
"SSC20999",17,"F",0
"SSC20999",18,"M",0
"SSC20999",18,"F",0
"SSC20999",19,"M",3
"SSC20999",19,"F",0
"SSC20999",20,"M",0
"SSC20999",20,"F",0
"SSC20999",21,"M",0
"SSC20999",21,"F",0
"SSC20999",22,"M",0
"SSC20999",22,"F",0
"SSC20999",23,"M",0
"SSC20999",23,"F",0
"SSC20999",24,"M",0
"SSC20999",24,"F",0
"SSC20999",25,"M",0
"SSC20999",25,"F",0
"SSC20999",26,"M",0
"SSC20999",26,"F",0
"SSC20999",27,"M",0
"SSC20999",27,"F",0
"SSC20999",28,"M",0
"SSC20999",28,"F",0
"SSC20999",29,"M",0
"SSC20999",29,"F",0
"SSC20999",30,"M",0
"SSC20999",30,"F",0
"SSC20999",31,"M",0
"SSC20999",31,"F",0
"SSC20999",32,"M",0
"SSC20999",32,"F",0
"SSC20999",33,"M",0
"SSC20999",33,"F",0
"SSC20999",34,"M",0
"SSC20999",34,"F",0
"SSC20999",35,"M",0
"SSC20999",35,"F",0
"SSC20999",36,"M",0
"SSC20999",36,"F",0
"SSC20999",37,"M",0
"SSC20999",37,"F",0
"SSC20999",38,"M",0
"SSC20999",38,"F",0
"SSC20999",39,"M",0
"SSC20999",39,"F",3
"SSC20999",40,"M",0
"SSC20999",40,"F",0
"SSC20999",41,"M",0
"SSC20999",41,"F",0
"SSC20999",42,"M",0
"SSC20999",42,"F",0
"SSC20999",43,"M",0
"SSC20999",43,"F",0
"SSC20999",44,"M",0
"SSC20999",44,"F",0
"SSC20999",45,"M",3
"SSC20999",45,"F",4
"SSC20999",46,"M",3
"SSC20999",46,"F",0
"SSC20999",47,"M",3
"SSC20999",47,"F",3
"SSC20999",48,"M",3
"SSC20999",48,"F",0
"SSC20999",49,"M",3
"SSC20999",49,"F",0
"SSC20999",50,"M",0
"SSC20999",50,"F",0
"SSC20999",51,"M",0
"SSC20999",51,"F",0
"SSC20999",52,"M",0
"SSC20999",52,"F",0
"SSC20999",53,"M",0
"SSC20999",53,"F",0
"SSC20999",54,"M",3
"SSC20999",54,"F",0
"SSC20999",55,"M",0
"SSC20999",55,"F",0
"SSC21004",0,"M",0
"SSC21004",0,"F",0
"SSC21004",1,"M",0
"SSC21004",1,"F",0
"SSC21004",2,"M",0
"SSC21004",2,"F",0
"SSC21004",3,"M",0
"SSC21004",3,"F",0
"SSC21004",4,"M",0
"SSC21004",4,"F",0
"SSC21004",5,"M",0
"SSC21004",5,"F",0
"SSC21004",6,"M",0
"SSC21004",6,"F",0
"SSC21004",7,"M",0
"SSC21004",7,"F",0
"SSC21004",8,"M",0
"SSC21004",8,"F",0
"SSC21004",9,"M",0
"SSC21004",9,"F",0
"SSC21004",10,"M",0
"SSC21004",10,"F",0
"SSC21004",11,"M",0
"SSC21004",11,"F",0
"SSC21004",12,"M",0
"SSC21004",12,"F",0
"SSC21004",13,"M",0
"SSC21004",13,"F",3
"SSC21004",14,"M",0
"SSC21004",14,"F",0
"SSC21004",15,"M",0
"SSC21004",15,"F",0
"SSC21004",16,"M",5
"SSC21004",16,"F",0
"SSC21004",17,"M",0
"SSC21004",17,"F",0
"SSC21004",18,"M",0
"SSC21004",18,"F",0
"SSC21004",19,"M",0
"SSC21004",19,"F",0
"SSC21004",20,"M",0
"SSC21004",20,"F",0
"SSC21004",21,"M",0
"SSC21004",21,"F",5
"SSC21004",22,"M",0
"SSC21004",22,"F",0
"SSC21004",23,"M",0
"SSC21004",23,"F",0
"SSC21004",24,"M",0
"SSC21004",24,"F",0
"SSC21004",25,"M",0
"SSC21004",25,"F",0
"SSC21004",26,"M",0
"SSC21004",26,"F",0
"SSC21004",27,"M",0
"SSC21004",27,"F",0
"SSC21004",28,"M",0
"SSC21004",28,"F",0
"SSC21004",29,"M",0
"SSC21004",29,"F",0
"SSC21004",30,"M",0
"SSC21004",30,"F",0
"SSC21004",31,"M",0
"SSC21004",31,"F",0
"SSC21004",32,"M",0
"SSC21004",32,"F",0
"SSC21004",33,"M",0
"SSC21004",33,"F",0
"SSC21004",34,"M",0
"SSC21004",34,"F",0
"SSC21004",35,"M",0
"SSC21004",35,"F",0
"SSC21004",36,"M",0
"SSC21004",36,"F",0
"SSC21004",37,"M",0
"SSC21004",37,"F",0
"SSC21004",38,"M",3
"SSC21004",38,"F",0
"SSC21004",39,"M",0
"SSC21004",39,"F",0
"SSC21004",40,"M",0
"SSC21004",40,"F",0
"SSC21004",41,"M",0
"SSC21004",41,"F",0
"SSC21004",42,"M",0
"SSC21004",42,"F",0
"SSC21004",43,"M",0
"SSC21004",43,"F",0
"SSC21004",44,"M",0
"SSC21004",44,"F",0
"SSC21004",45,"M",0
"SSC21004",45,"F",0
"SSC21004",46,"M",0
"SSC21004",46,"F",0
"SSC21004",47,"M",0
"SSC21004",47,"F",0
"SSC21004",48,"M",0
"SSC21004",48,"F",0
"SSC21004",49,"M",0
"SSC21004",49,"F",0
"SSC21004",50,"M",0
"SSC21004",50,"F",0
"SSC21004",51,"M",0
"SSC21004",51,"F",0
"SSC21004",52,"M",0
"SSC21004",52,"F",3
"SSC21004",53,"M",4
"SSC21004",53,"F",0
"SSC21004",54,"M",3
"SSC21004",54,"F",0
"SSC21004",55,"M",3
"SSC21004",55,"F",3
"SSC21928",0,"M",10
"SSC21928",0,"F",12
"SSC21928",1,"M",5
"SSC21928",1,"F",4
"SSC21928",2,"M",5
"SSC21928",2,"F",17
"SSC21928",3,"M",10
"SSC21928",3,"F",15
"SSC21928",4,"M",12
"SSC21928",4,"F",14
"SSC21928",5,"M",8
"SSC21928",5,"F",10
"SSC21928",6,"M",17
"SSC21928",6,"F",17
"SSC21928",7,"M",15
"SSC21928",7,"F",15
"SSC21928",8,"M",15
"SSC21928",8,"F",13
"SSC21928",9,"M",16
"SSC21928",9,"F",11
"SSC21928",10,"M",10
"SSC21928",10,"F",6
"SSC21928",11,"M",11
"SSC21928",11,"F",19
"SSC21928",12,"M",9
"SSC21928",12,"F",9
"SSC21928",13,"M",3
"SSC21928",13,"F",11
"SSC21928",14,"M",13
"SSC21928",14,"F",24
"SSC21928",15,"M",16
"SSC21928",15,"F",12
"SSC21928",16,"M",14
"SSC21928",16,"F",10
"SSC21928",17,"M",18
"SSC21928",17,"F",11
"SSC21928",18,"M",21
"SSC21928",18,"F",13
"SSC21928",19,"M",13
"SSC21928",19,"F",3
"SSC21928",20,"M",17
"SSC21928",20,"F",7
"SSC21928",21,"M",10
"SSC21928",21,"F",8
"SSC21928",22,"M",3
"SSC21928",22,"F",3
"SSC21928",23,"M",8
"SSC21928",23,"F",7
"SSC21928",24,"M",5
"SSC21928",24,"F",5
"SSC21928",25,"M",6
"SSC21928",25,"F",4
"SSC21928",26,"M",3
"SSC21928",26,"F",8
"SSC21928",27,"M",5
"SSC21928",27,"F",3
"SSC21928",28,"M",3
"SSC21928",28,"F",3
"SSC21928",29,"M",3
"SSC21928",29,"F",12
"SSC21928",30,"M",3
"SSC21928",30,"F",0
"SSC21928",31,"M",5
"SSC21928",31,"F",17
"SSC21928",32,"M",11
"SSC21928",32,"F",10
"SSC21928",33,"M",8
"SSC21928",33,"F",7
"SSC21928",34,"M",5
"SSC21928",34,"F",3
"SSC21928",35,"M",9
"SSC21928",35,"F",6
"SSC21928",36,"M",3
"SSC21928",36,"F",12
"SSC21928",37,"M",3
"SSC21928",37,"F",12
"SSC21928",38,"M",18
"SSC21928",38,"F",12
"SSC21928",39,"M",7
"SSC21928",39,"F",6
"SSC21928",40,"M",11
"SSC21928",40,"F",12
"SSC21928",41,"M",5
"SSC21928",41,"F",12
"SSC21928",42,"M",9
"SSC21928",42,"F",6
"SSC21928",43,"M",9
"SSC21928",43,"F",18
"SSC21928",44,"M",19
"SSC21928",44,"F",12
"SSC21928",45,"M",9
"SSC21928",45,"F",16
"SSC21928",46,"M",17
"SSC21928",46,"F",22
"SSC21928",47,"M",14
"SSC21928",47,"F",5
"SSC21928",48,"M",18
"SSC21928",48,"F",17
"SSC21928",49,"M",10
"SSC21928",49,"F",9
"SSC21928",50,"M",9
"SSC21928",50,"F",17
"SSC21928",51,"M",10
"SSC21928",51,"F",17
"SSC21928",52,"M",12
"SSC21928",52,"F",8
"SSC21928",53,"M",15
"SSC21928",53,"F",9
"SSC21928",54,"M",13
"SSC21928",54,"F",11
"SSC21928",55,"M",10
"SSC21928",55,"F",18
"SSC22015",0,"M",455
"SSC22015",0,"F",423
"SSC22015",1,"M",492
"SSC22015",1,"F",479
"SSC22015",2,"M",465
"SSC22015",2,"F",453
"SSC22015",3,"M",478
"SSC22015",3,"F",497
"SSC22015",4,"M",527
"SSC22015",4,"F",438
"SSC22015",5,"M",434
"SSC22015",5,"F",413
"SSC22015",6,"M",415
"SSC22015",6,"F",404
"SSC22015",7,"M",396
"SSC22015",7,"F",396
"SSC22015",8,"M",409
"SSC22015",8,"F",358
"SSC22015",9,"M",354
"SSC22015",9,"F",341
"SSC22015",10,"M",371
"SSC22015",10,"F",352
"SSC22015",11,"M",329
"SSC22015",11,"F",329
"SSC22015",12,"M",303
"SSC22015",12,"F",274
"SSC22015",13,"M",305
"SSC22015",13,"F",292
"SSC22015",14,"M",295
"SSC22015",14,"F",255
"SSC22015",15,"M",249
"SSC22015",15,"F",290
"SSC22015",16,"M",284
"SSC22015",16,"F",261
"SSC22015",17,"M",286
"SSC22015",17,"F",265
"SSC22015",18,"M",258
"SSC22015",18,"F",286
"SSC22015",19,"M",282
"SSC22015",19,"F",259
"SSC22015",20,"M",254
"SSC22015",20,"F",243
"SSC22015",21,"M",263
"SSC22015",21,"F",325
"SSC22015",22,"M",306
"SSC22015",22,"F",340
"SSC22015",23,"M",311
"SSC22015",23,"F",338
"SSC22015",24,"M",316
"SSC22015",24,"F",363
"SSC22015",25,"M",302
"SSC22015",25,"F",411
"SSC22015",26,"M",372
"SSC22015",26,"F",424
"SSC22015",27,"M",320
"SSC22015",27,"F",390
"SSC22015",28,"M",356
"SSC22015",28,"F",447
"SSC22015",29,"M",380
"SSC22015",29,"F",411
"SSC22015",30,"M",455
"SSC22015",30,"F",482
"SSC22015",31,"M",428
"SSC22015",31,"F",478
"SSC22015",32,"M",414
"SSC22015",32,"F",482
"SSC22015",33,"M",410
"SSC22015",33,"F",406
"SSC22015",34,"M",396
"SSC22015",34,"F",459
"SSC22015",35,"M",413
"SSC22015",35,"F",391
"SSC22015",36,"M",339
"SSC22015",36,"F",382
"SSC22015",37,"M",348
"SSC22015",37,"F",386
"SSC22015",38,"M",364
"SSC22015",38,"F",313
"SSC22015",39,"M",325
"SSC22015",39,"F",335
"SSC22015",40,"M",294
"SSC22015",40,"F",294
"SSC22015",41,"M",305
"SSC22015",41,"F",312
"SSC22015",42,"M",297
"SSC22015",42,"F",291
"SSC22015",43,"M",294
"SSC22015",43,"F",312
"SSC22015",44,"M",347
"SSC22015",44,"F",354
"SSC22015",45,"M",293
"SSC22015",45,"F",319
"SSC22015",46,"M",275
"SSC22015",46,"F",311
"SSC22015",47,"M",264
"SSC22015",47,"F",294
"SSC22015",48,"M",271
"SSC22015",48,"F",265
"SSC22015",49,"M",248
"SSC22015",49,"F",271
"SSC22015",50,"M",218
"SSC22015",50,"F",227
"SSC22015",51,"M",211
"SSC22015",51,"F",261
"SSC22015",52,"M",262
"SSC22015",52,"F",218
"SSC22015",53,"M",238
"SSC22015",53,"F",274
"SSC22015",54,"M",194
"SSC22015",54,"F",217
"SSC22015",55,"M",175
"SSC22015",55,"F",212
"SSC22755",0,"M",17
"SSC22755",0,"F",29
"SSC22755",1,"M",28
"SSC22755",1,"F",16
"SSC22755",2,"M",19
"SSC22755",2,"F",18
"SSC22755",3,"M",20
"SSC22755",3,"F",15
"SSC22755",4,"M",31
"SSC22755",4,"F",22
"SSC22755",5,"M",14
"SSC22755",5,"F",26
"SSC22755",6,"M",17
"SSC22755",6,"F",15
"SSC22755",7,"M",26
"SSC22755",7,"F",19
"SSC22755",8,"M",26
"SSC22755",8,"F",24
"SSC22755",9,"M",24
"SSC22755",9,"F",10
"SSC22755",10,"M",17
"SSC22755",10,"F",19
"SSC22755",11,"M",24
"SSC22755",11,"F",23
"SSC22755",12,"M",14
"SSC22755",12,"F",13
"SSC22755",13,"M",27
"SSC22755",13,"F",23
"SSC22755",14,"M",25
"SSC22755",14,"F",23
"SSC22755",15,"M",23
"SSC22755",15,"F",15
"SSC22755",16,"M",23
"SSC22755",16,"F",26
"SSC22755",17,"M",25
"SSC22755",17,"F",15
"SSC22755",18,"M",34
"SSC22755",18,"F",20
"SSC22755",19,"M",25
"SSC22755",19,"F",18
"SSC22755",20,"M",22
"SSC22755",20,"F",27
"SSC22755",21,"M",22
"SSC22755",21,"F",15
"SSC22755",22,"M",23
"SSC22755",22,"F",20
"SSC22755",23,"M",16
"SSC22755",23,"F",29
"SSC22755",24,"M",22
"SSC22755",24,"F",29
"SSC22755",25,"M",14
"SSC22755",25,"F",27
"SSC22755",26,"M",33
"SSC22755",26,"F",17
"SSC22755",27,"M",26
"SSC22755",27,"F",20
"SSC22755",28,"M",16
"SSC22755",28,"F",34
"SSC22755",29,"M",27
"SSC22755",29,"F",26
"SSC22755",30,"M",21
"SSC22755",30,"F",25
"SSC22755",31,"M",21
"SSC22755",31,"F",16
"SSC22755",32,"M",19
"SSC22755",32,"F",29
"SSC22755",33,"M",21
"SSC22755",33,"F",25
"SSC22755",34,"M",18
"SSC22755",34,"F",26
"SSC22755",35,"M",21
"SSC22755",35,"F",20
"SSC22755",36,"M",11
"SSC22755",36,"F",16
"SSC22755",37,"M",15
"SSC22755",37,"F",24
"SSC22755",38,"M",13
"SSC22755",38,"F",21
"SSC22755",39,"M",20
"SSC22755",39,"F",10
"SSC22755",40,"M",18
"SSC22755",40,"F",13
"SSC22755",41,"M",15
"SSC22755",41,"F",13
"SSC22755",42,"M",8
"SSC22755",42,"F",16
"SSC22755",43,"M",19
"SSC22755",43,"F",30
"SSC22755",44,"M",11
"SSC22755",44,"F",16
"SSC22755",45,"M",32
"SSC22755",45,"F",16
"SSC22755",46,"M",22
"SSC22755",46,"F",15
"SSC22755",47,"M",22
"SSC22755",47,"F",24
"SSC22755",48,"M",16
"SSC22755",48,"F",18
"SSC22755",49,"M",18
"SSC22755",49,"F",25
"SSC22755",50,"M",10
"SSC22755",50,"F",33
"SSC22755",51,"M",23
"SSC22755",51,"F",22
"SSC22755",52,"M",19
"SSC22755",52,"F",29
"SSC22755",53,"M",20
"SSC22755",53,"F",18
"SSC22755",54,"M",17
"SSC22755",54,"F",33
"SSC22755",55,"M",14
"SSC22755",55,"F",32
"SSC21919",0,"M",4
"SSC21919",0,"F",0
"SSC21919",1,"M",0
"SSC21919",1,"F",0
"SSC21919",2,"M",0
"SSC21919",2,"F",5
"SSC21919",3,"M",0
"SSC21919",3,"F",0
"SSC21919",4,"M",0
"SSC21919",4,"F",0
"SSC21919",5,"M",0
"SSC21919",5,"F",0
"SSC21919",6,"M",0
"SSC21919",6,"F",0
"SSC21919",7,"M",0
"SSC21919",7,"F",3
"SSC21919",8,"M",0
"SSC21919",8,"F",0
"SSC21919",9,"M",0
"SSC21919",9,"F",0
"SSC21919",10,"M",0
"SSC21919",10,"F",3
"SSC21919",11,"M",0
"SSC21919",11,"F",0
"SSC21919",12,"M",0
"SSC21919",12,"F",0
"SSC21919",13,"M",0
"SSC21919",13,"F",0
"SSC21919",14,"M",0
"SSC21919",14,"F",0
"SSC21919",15,"M",0
"SSC21919",15,"F",0
"SSC21919",16,"M",0
"SSC21919",16,"F",0
"SSC21919",17,"M",0
"SSC21919",17,"F",0
"SSC21919",18,"M",0
"SSC21919",18,"F",0
"SSC21919",19,"M",0
"SSC21919",19,"F",0
"SSC21919",20,"M",0
"SSC21919",20,"F",0
"SSC21919",21,"M",0
"SSC21919",21,"F",0
"SSC21919",22,"M",0
"SSC21919",22,"F",0
"SSC21919",23,"M",0
"SSC21919",23,"F",0
"SSC21919",24,"M",0
"SSC21919",24,"F",0
"SSC21919",25,"M",0
"SSC21919",25,"F",0
"SSC21919",26,"M",0
"SSC21919",26,"F",0
"SSC21919",27,"M",0
"SSC21919",27,"F",0
"SSC21919",28,"M",0
"SSC21919",28,"F",0
"SSC21919",29,"M",0
"SSC21919",29,"F",0
"SSC21919",30,"M",0
"SSC21919",30,"F",0
"SSC21919",31,"M",0
"SSC21919",31,"F",0
"SSC21919",32,"M",3
"SSC21919",32,"F",0
"SSC21919",33,"M",0
"SSC21919",33,"F",0
"SSC21919",34,"M",0
"SSC21919",34,"F",0
"SSC21919",35,"M",0
"SSC21919",35,"F",0
"SSC21919",36,"M",0
"SSC21919",36,"F",3
"SSC21919",37,"M",4
"SSC21919",37,"F",0
"SSC21919",38,"M",0
"SSC21919",38,"F",0
"SSC21919",39,"M",0
"SSC21919",39,"F",0
"SSC21919",40,"M",0
"SSC21919",40,"F",0
"SSC21919",41,"M",0
"SSC21919",41,"F",0
"SSC21919",42,"M",3
"SSC21919",42,"F",0
"SSC21919",43,"M",0
"SSC21919",43,"F",0
"SSC21919",44,"M",3
"SSC21919",44,"F",0
"SSC21919",45,"M",0
"SSC21919",45,"F",0
"SSC21919",46,"M",0
"SSC21919",46,"F",0
"SSC21919",47,"M",0
"SSC21919",47,"F",0
"SSC21919",48,"M",0
"SSC21919",48,"F",0
"SSC21919",49,"M",0
"SSC21919",49,"F",0
"SSC21919",50,"M",0
"SSC21919",50,"F",0
"SSC21919",51,"M",0
"SSC21919",51,"F",0
"SSC21919",52,"M",0
"SSC21919",52,"F",0
"SSC21919",53,"M",3
"SSC21919",53,"F",3
"SSC21919",54,"M",0
"SSC21919",54,"F",0
"SSC21919",55,"M",0
"SSC21919",55,"F",0
"SSC21988",0,"M",46
"SSC21988",0,"F",47
"SSC21988",1,"M",51
"SSC21988",1,"F",36
"SSC21988",2,"M",50
"SSC21988",2,"F",28
"SSC21988",3,"M",33
"SSC21988",3,"F",44
"SSC21988",4,"M",44
"SSC21988",4,"F",43
"SSC21988",5,"M",42
"SSC21988",5,"F",50
"SSC21988",6,"M",51
"SSC21988",6,"F",37
"SSC21988",7,"M",45
"SSC21988",7,"F",44
"SSC21988",8,"M",44
"SSC21988",8,"F",58
"SSC21988",9,"M",52
"SSC21988",9,"F",40
"SSC21988",10,"M",36
"SSC21988",10,"F",55
"SSC21988",11,"M",37
"SSC21988",11,"F",39
"SSC21988",12,"M",41
"SSC21988",12,"F",35
"SSC21988",13,"M",39
"SSC21988",13,"F",40
"SSC21988",14,"M",50
"SSC21988",14,"F",44
"SSC21988",15,"M",38
"SSC21988",15,"F",39
"SSC21988",16,"M",43
"SSC21988",16,"F",35
"SSC21988",17,"M",43
"SSC21988",17,"F",38
"SSC21988",18,"M",51
"SSC21988",18,"F",44
"SSC21988",19,"M",53
"SSC21988",19,"F",70
"SSC21988",20,"M",62
"SSC21988",20,"F",71
"SSC21988",21,"M",58
"SSC21988",21,"F",60
"SSC21988",22,"M",60
"SSC21988",22,"F",75
"SSC21988",23,"M",61
"SSC21988",23,"F",56
"SSC21988",24,"M",73
"SSC21988",24,"F",60
"SSC21988",25,"M",86
"SSC21988",25,"F",56
"SSC21988",26,"M",62
"SSC21988",26,"F",66
"SSC21988",27,"M",72
"SSC21988",27,"F",70
"SSC21988",28,"M",55
"SSC21988",28,"F",49
"SSC21988",29,"M",83
"SSC21988",29,"F",71
"SSC21988",30,"M",65
"SSC21988",30,"F",54
"SSC21988",31,"M",64
"SSC21988",31,"F",50
"SSC21988",32,"M",71
"SSC21988",32,"F",65
"SSC21988",33,"M",61
"SSC21988",33,"F",70
"SSC21988",34,"M",44
"SSC21988",34,"F",65
"SSC21988",35,"M",57
"SSC21988",35,"F",58
"SSC21988",36,"M",65
"SSC21988",36,"F",60
"SSC21988",37,"M",57
"SSC21988",37,"F",52
"SSC21988",38,"M",52
"SSC21988",38,"F",51
"SSC21988",39,"M",59
"SSC21988",39,"F",40
"SSC21988",40,"M",50
"SSC21988",40,"F",63
"SSC21988",41,"M",55
"SSC21988",41,"F",57
"SSC21988",42,"M",61
"SSC21988",42,"F",65
"SSC21988",43,"M",41
"SSC21988",43,"F",55
"SSC21988",44,"M",67
"SSC21988",44,"F",63
"SSC21988",45,"M",73
"SSC21988",45,"F",78
"SSC21988",46,"M",66
"SSC21988",46,"F",61
"SSC21988",47,"M",54
"SSC21988",47,"F",62
"SSC21988",48,"M",58
"SSC21988",48,"F",59
"SSC21988",49,"M",52
"SSC21988",49,"F",60
"SSC21988",50,"M",40
"SSC21988",50,"F",61
"SSC21988",51,"M",53
"SSC21988",51,"F",58
"SSC21988",52,"M",66
"SSC21988",52,"F",53
"SSC21988",53,"M",47
"SSC21988",53,"F",45
"SSC21988",54,"M",52
"SSC21988",54,"F",52
"SSC21988",55,"M",42
"SSC21988",55,"F",58
"SSC20583",0,"M",3
"SSC20583",0,"F",0
"SSC20583",1,"M",0
"SSC20583",1,"F",0
"SSC20583",2,"M",0
"SSC20583",2,"F",0
"SSC20583",3,"M",3
"SSC20583",3,"F",0
"SSC20583",4,"M",0
"SSC20583",4,"F",0
"SSC20583",5,"M",4
"SSC20583",5,"F",7
"SSC20583",6,"M",0
"SSC20583",6,"F",0
"SSC20583",7,"M",0
"SSC20583",7,"F",3
"SSC20583",8,"M",0
"SSC20583",8,"F",0
"SSC20583",9,"M",0
"SSC20583",9,"F",4
"SSC20583",10,"M",3
"SSC20583",10,"F",0
"SSC20583",11,"M",3
"SSC20583",11,"F",0
"SSC20583",12,"M",4
"SSC20583",12,"F",0
"SSC20583",13,"M",3
"SSC20583",13,"F",0
"SSC20583",14,"M",0
"SSC20583",14,"F",0
"SSC20583",15,"M",0
"SSC20583",15,"F",0
"SSC20583",16,"M",0
"SSC20583",16,"F",3
"SSC20583",17,"M",0
"SSC20583",17,"F",0
"SSC20583",18,"M",0
"SSC20583",18,"F",3
"SSC20583",19,"M",3
"SSC20583",19,"F",0
"SSC20583",20,"M",0
"SSC20583",20,"F",0
"SSC20583",21,"M",3
"SSC20583",21,"F",0
"SSC20583",22,"M",3
"SSC20583",22,"F",0
"SSC20583",23,"M",0
"SSC20583",23,"F",3
"SSC20583",24,"M",0
"SSC20583",24,"F",0
"SSC20583",25,"M",0
"SSC20583",25,"F",0
"SSC20583",26,"M",0
"SSC20583",26,"F",0
"SSC20583",27,"M",0
"SSC20583",27,"F",6
"SSC20583",28,"M",0
"SSC20583",28,"F",3
"SSC20583",29,"M",0
"SSC20583",29,"F",0
"SSC20583",30,"M",4
"SSC20583",30,"F",3
"SSC20583",31,"M",0
"SSC20583",31,"F",0
"SSC20583",32,"M",0
"SSC20583",32,"F",0
"SSC20583",33,"M",0
"SSC20583",33,"F",0
"SSC20583",34,"M",0
"SSC20583",34,"F",0
"SSC20583",35,"M",0
"SSC20583",35,"F",0
"SSC20583",36,"M",0
"SSC20583",36,"F",0
"SSC20583",37,"M",3
"SSC20583",37,"F",0
"SSC20583",38,"M",0
"SSC20583",38,"F",0
"SSC20583",39,"M",4
"SSC20583",39,"F",0
"SSC20583",40,"M",0
"SSC20583",40,"F",0
"SSC20583",41,"M",0
"SSC20583",41,"F",3
"SSC20583",42,"M",3
"SSC20583",42,"F",0
"SSC20583",43,"M",0
"SSC20583",43,"F",0
"SSC20583",44,"M",0
"SSC20583",44,"F",6
