"","Food","Calories","Protein","Fat","Glucose","Fibre"
"714","Lamb, roasting piece, leg or mini roast, lean, roasted, no added fat",711,29.2,5.8,0,0
"715","Lamb, roasting piece, leg or mini roast, semi-trimmed, raw",633,20.8,7.6,0,0
"716","Lamb, roasting piece, leg or mini roast, semi-trimmed, roasted, no added fat",810,28.4,8.8,0,0
"717","Lamb, roasting piece, leg or mini roast, untrimmed, raw",784,19.9,12.1,0,0
"718","Lamb, roasting piece, leg or mini roast, untrimmed, roasted, no added fat",908,27.5,11.9,0,0
"719","Lamb, steak, boneless, lean, raw",546,21.9,4.7,0,0
"720","Lamb, steak, boneless, lean, grilled, no added fat",769,30.8,6.6,0,0
"721","Lamb, steak, boneless, semi-trimmed, raw",662,21.2,8.2,0,0
"722","Lamb, steak, boneless, semi-trimmed, grilled, no added fat",863,29.9,9.6,0,0
"723","Lamb, steak, boneless, untrimmed, raw",782,20.4,11.8,0,0
"724","Lamb, steak, boneless, untrimmed, grilled, no added fat",937,29.2,11.9,0,0
"725","Lamb, stir-fry strips, lean, raw",528,21.9,4.2,0,0
"726","Lamb, stir-fry strips, lean, stir-fried, no added fat",763,28.1,7.7,0,0
"727","Lamb, stir-fry strips, lean, casseroled, no added fat",776,32.2,6.2,0,0
"728","Lamb, stir-fry strips, untrimmed, raw",578,21.6,5.7,0,0
"729","Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",781,28,8.3,0,0
"730","Lamb, stir-fry strips, untrimmed, casseroled, no added fat",794,32,6.8,0,0
"731","Mutton, all cuts, separable fat, raw",2522,8.2,64.4,0,0
"732","Mutton, all cuts, separable fat, cooked",2694,10.7,67.9,0,0
"733","Mutton, boneless dice or strips, shoulder, lean, raw",518,21.3,4.2,0,0
"734","Mutton, boneless dice or strips, shoulder, lean, casseroled, no added fat",1041,36.4,11.4,0,0
"735","Mutton, boneless dice or strips, shoulder, semi-trimmed, raw",678,20.3,9,0,0
"736","Mutton, boneless dice or strips, shoulder, semi-trimmed, casseroled, no added fat",1115,35.2,13.9,0,0
"737","Mutton, boneless dice or strips, shoulder, untrimmed, raw",717,20,10.2,0,0
"738","Mutton, boneless dice or strips, shoulder, untrimmed, casseroled, no added fat",1137,34.9,14.7,0,0
"739","Mutton, roasting piece, with bone, leg, lean, raw",509,21.6,3.8,0,0
"740","Mutton, roasting piece, with bone, leg, lean, roasted, no added fat",792,29.8,7.7,0,0
"741","Mutton, roasting piece, with bone, leg, semi-trimmed, raw",634,20.8,7.6,0,0
"742","Mutton, roasting piece, with bone, leg, semi-trimmed, roasted, no added fat",919,28.5,11.7,0,0
"743","Mutton, roasting piece, with bone, leg, untrimmed, raw",811,19.6,12.9,0,0
"744","Mutton, roasting piece, with bone, leg, untrimmed, roasted, no added fat",1093,26.8,17.2,0,0
"745","Goat, all cuts, separable fat, raw",1855,12.2,44.6,0,0
"746","Goat, all cuts, separable fat, baked, no added fat",2556,10,64.5,0,0
"747","Goat, forequarter, lean, raw",432,21.6,1.8,0,0
"748","Goat, forequarter, lean, baked, no added fat",676,30.8,4.2,0,0
"749","Goat, leg, lean, raw",456,22.2,2.1,0,0
"750","Goat, leg, lean, baked, no added fat",695,33.8,3.2,0,0
"751","Goat, loin, lean, raw",432,22.2,1.4,0,0
"752","Goat, loin, lean, baked, no added fat",612,29.2,3.1,0,0
"753","Goat, meat, all cuts, lean, raw",440,22,1.8,0,0
"754","Goat, meat, all cuts, lean, baked, no added fat",661,31.3,3.5,0,0
"755","Goat, meat, all cuts, lean, casseroled, no added fat",871,43.6,3.5,0,0
"756","Goat, meat, all cuts, untrimmed, raw",566,21.2,5.6,0,0
"757","Goat, meat, all cuts, untrimmed, casseroled, no added fat",1011,37.8,10,0,0
"758","Goat, meat, all cuts, untrimmed, baked, no added fat",847,29.2,9.5,0,0
"759","Pork, butterfly steak, lean, raw",469,24.1,1.6,0,0
"760","Pork, butterfly steak, lean, grilled, no added fat",656,32.5,2.8,0,0
"761","Pork, butterfly steak, untrimmed, raw",643,22.7,7,0,0
"762","Pork, butterfly steak, untrimmed, grilled, no added fat",825,30.6,8.2,0,0
"763","Pork, diced, untrimmed, raw",502,22.8,3.1,0,0
"764","Pork, diced, untrimmed, fried, no added fat",647,31.3,3.1,0,0
"765","Pork, fillet, lean, raw",433,23.1,1.1,0,0
"766","Pork, fillet, fully-trimmed, baked, no added fat",566,28.5,2.2,0,0
"767","Pork, forequarter (chop, roast, neck), separable fat, raw",2042,9.6,50.8,0,0
"768","Pork, forequarter, separable fat, BBQ'd, no added fat",2179,11.5,53.6,0,0
"769","Pork, forequarter chop, lean, raw",476,19.5,3.9,0,0
"770","Pork, forequarter chop, lean, BBQ'd, no added fat",680,26.3,6.3,0,0
"771","Pork, forequarter chop, semi-trimmed, BBQ'd, no added fat",771,25.4,9.2,0,0
"772","Pork, forequarter chop, untrimmed, raw",785,17.5,13.2,0,0
"773","Pork, forequarter chop, untrimmed, BBQ'd, no added fat",988,23.3,16,0,0
"774","Pork, forequarter shoulder roast, lean, raw",447,19.6,3.1,0,0
"775","Pork, forequarter shoulder roast, lean, BBQ'd, no added fat",658,24.8,6.4,0,0
"776","Pork, forequarter shoulder roast, semi-trimmed, BBQ'd, no added fat",748,24,9.2,0,0
"777","Pork, forequarter shoulder roast, untrimmed, raw",762,17.6,12.5,0,0
"778","Pork, forequarter shoulder roast, untrimmed, BBQ'd, no added fat",901,22.6,14,0,0
"779","Pork, leg roast, untrimmed, raw",685,21.6,8.6,0,0
"780","Pork, leg roast, untrimmed, baked, no added fat",926,31.2,10.7,0,0
"781","Pork, leg steak (rump), separable fat, raw",2603,8.6,66.4,0,0
"782","Pork, leg steak (rump), separable fat, fried, no added fat",2191,12,53.7,0,0
"783","Pork, leg steak (round, rump, topside, silverside), lean, raw",466,23.5,1.8,0,0
"784","Pork, leg steak (round, rump, topside, silverside), lean, fried, no added fat",589,28.8,2.7,0,0
"785","Pork, leg steak (round, rump, topside, silverside), untrimmed, raw",487,23.3,2.4,0,0
"786","Pork, leg steak (round, rump, topside, silverside), untrimmed, fried, no added fat",603,28.6,3.1,0,0
"787","Pork, loin chop, separable fat, raw",2694,7.9,69.2,0,0
"788","Pork, loin chop, separable fat, BBQ'd, no added fat",2765,8.8,70.7,0,0
"789","Pork, loin chop, lean, raw",461,23.2,1.8,0,0
"790","Pork, loin chop, lean, BBQ'd, no added fat",687,30.6,4.5,0,0
"791","Pork, loin chop, semi-trimmed, raw",573,22.4,5.2,0,0
"792","Pork, loin chop, semi-trimmed, BBQ'd, no added fat",791,29.5,7.8,0,0
"793","Pork, loin chop, untrimmed, raw",705,21.5,9.2,0,0
"794","Pork, loin chop, untrimmed, BBQ'd, no added fat",930,28,12.3,0,0
"795","Pork, loin cutlet, untrimmed, raw",843,21,13.1,0,0
"796","Pork, loin cutlet, untrimmed, fried, no added fat",1240,30.9,19.3,0,0
"797","Pork, loin roast, separable fat, raw",2941,5.2,77.1,0,0
"798","Pork, loin roast, separable fat, baked, no added fat",2629,8.8,67,0,0
"799","Pork, loin roast, lean, raw",478,23.3,2.2,0,0
"800","Pork, loin roast, lean, baked, no added fat",860,31.9,8.6,0,0
"801","Pork, loin roast, untrimmed, raw",943,19.9,16.4,0,0
"802","Pork, loin roast, untrimmed, baked, no added fat",1093,28.9,16.3,0,0
"803","Pork, medallion or loin steak, separable fat, raw",2642,6.3,68.5,0,0
"804","Pork, medallion or loin steak, separable fat, fried, no added fat",2307,14.9,55.5,0,0
"805","Pork, medallion or loin steak, lean, raw",469,24.1,1.6,0,0
"806","Pork, medallion or loin steak, lean, fried, no added fat",631,29.5,3.5,0,0
"807","Pork, medallion or loin steak, untrimmed, raw",615,22.9,6.1,0,0
"808","Pork, medallion or loin steak, untrimmed, fried, no added fat",891,33.2,8.8,0,0
"809","Pork, mince, untrimmed, raw",724,19.5,10.6,0,0
"810","Pork, mince, as purchased, fried, no added fat",842,25.4,11,0,0
"811","Pork, round mini roast, separable fat, raw",1842,11.3,44.6,0,0
"812","Pork, round mini roast, separable fat, baked, no added fat",1961,16.3,45.5,0,0
"813","Pork, round mini roast, lean, raw",444,23.7,1.1,0,0
"814","Pork, round mini roast, lean, baked, no added fat",682,34.7,2.5,0,0
"815","Pork, round mini roast, untrimmed, raw",472,23.5,2,0,0
"816","Pork, round mini roast, untrimmed, baked, no added fat",699,34.5,3.1,0,0
"817","Pork, round steak, lean, raw",416,22.1,1.1,0,0
"818","Pork, round steak, lean, fried, no added fat",563,29.4,1.7,0,0
"819","Pork, rump steak, lean, raw",508,25.3,2.1,0,0
"820","Pork, rump steak, lean, fried, no added fat",627,28.6,3.8,0,0
"821","Pork, rump steak, untrimmed, raw",568,24.8,4,0,0
"822","Pork, rump steak, untrimmed, fried, no added fat",836,36.5,5.8,0,0
"823","Pork, scotch roast, separable fat, raw",2124,10.7,52.5,0,0
"824","Pork, scotch roast, separable fat, baked, no added fat",2076,12.2,50.5,0,0
"825","Pork, scotch roast, lean, raw",631,20.6,7.6,0,0
"826","Pork, scotch roast, lean, baked, no added fat",964,30.6,12,0,0
"827","Pork, scotch roast, untrimmed, raw",893,18.9,15.5,0,0
"828","Pork, scotch roast, untrimmed, baked, no added fat",1024,29.6,14.1,0,0
"829","Pork, silverside steak, lean, raw",456,22.5,2,0,0
"830","Pork, silverside steak, lean, fried, no added fat",585,27.9,3,0,0
"831","Pork, silverside steak, untrimmed, raw",475,22.4,2.6,0,0
"832","Pork, spare ribs, untrimmed, raw",1198,18.1,24,0,0
"833","Pork, spare ribs, untrimmed, baked, no added fat",1663,27.4,32.4,0,0
"834","Pork, strips, untrimmed, raw",466,22.4,2.3,0,0
"835","Pork, strips, untrimmed, fried, no added fat",623,31.2,2.5,0,0
"836","Pork, topside steak, lean, raw",482,24,2,0,0
"837","Pork, topside steak, lean, fried, no added fat",582,29.2,2.3,0,0
"838","Pork, topside steak, untrimmed, fried, no added fat",583,29.2,2.4,0,0
"839","Chicken, barbecued, with skin",806,27.5,8.9,0,1.1
"840","Chicken, breast, lean flesh, raw",438,22.3,1.6,0,0
"841","Chicken, breast, lean flesh, baked, no added fat",637,29,3.9,0,0
"842","Chicken, breast, lean flesh, grilled, no added fat",598,29.8,2.5,0,0
"843","Chicken, breast, lean flesh, fried, no added fat",681,35,2,0,0
"844","Chicken, breast, lean flesh, casseroled, no added fat",596,27,3.7,0,0
"845","Chicken, breast, lean flesh, skin & fat, raw",688,20.1,9.4,0,0
"846","Chicken, breast, lean flesh, skin & fat, baked, no added fat",785,27.7,8.5,0,0
"847","Chicken, breast, lean flesh, skin & fat, casseroled, no added fat",701,26,7,0,0
"848","Chicken, drumstick, lean flesh, raw",492,18.5,4.8,0,0
"849","Chicken, drumstick, lean flesh, baked, no added fat",830,29.9,8.5,0,0
"850","Chicken, drumstick, lean flesh, casseroled, no added fat",730,28.6,6.6,0,0
"851","Chicken, drumstick, lean flesh, skin & fat, raw",645,17.6,9.3,0,0
"852","Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",979,28.5,13.2,0,0
"853","Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",873,26.9,11.2,0,0
"854","Chicken, nugget, purchased frozen, baked, no added fat",1172,12.8,17.6,0,1.1
"855","Chicken, separable fat, composite, raw",2392,5.1,62.3,0,0
"856","Chicken, separable fat, composite, cooked, no added fat",2036,4.3,53,0,0
"857","Chicken, skin, composite, raw",1515,12.7,35.1,0,0
"858","Chicken, skin, composite, baked, no added fat",1818,22.3,38.9,0,0
"859","Chicken, skin, composite, casseroled, no added fat",1742,18,38.8,0,0
"860","Chicken, thigh, lean flesh, raw",496,18.3,5,0,0
"861","Chicken, thigh, lean flesh, baked, no added fat",733,24.2,8.7,0,0
"862","Chicken, thigh, lean flesh, casseroled, no added fat",810,26.3,9.8,0,0
"863","Chicken, thigh, lean flesh, skin & fat, raw",940,15.5,18.3,0,0
"864","Chicken, thigh, lean flesh, skin & fat, baked, no added fat",947,23,15,0,0
"865","Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat",1004,24.1,16.1,0,0
"866","Chicken, wing, lean flesh, raw",470,18.7,4.1,0,0
"867","Chicken, wing, lean flesh, baked, no added fat",810,30.9,7.7,0,0
"868","Chicken, wing, lean flesh, casseroled, no added fat",800,27.9,8.8,0,0
"869","Chicken, wing, lean flesh, skin & fat, raw",917,16.1,17.4,0,0
"870","Chicken, wing, lean flesh, skin & fat, baked, no added fat",1100,28.1,16.8,0,0
"871","Chicken, wing, lean flesh, skin & fat, casseroled, no added fat",1067,24.9,17.4,0,0
"872","Turkey, breast, lean flesh, raw",490,21.6,3.3,0,0
"873","Turkey, breast, lean flesh, baked, no added fat",648,29.4,4,0,0
"874","Turkey, breast, lean flesh, skin & fat, raw",663,20.4,8.5,0,0
"875","Turkey, breast, lean flesh, skin & fat, baked, no added fat",810,27.7,9.2,0,0
"876","Turkey, hindquarter, lean flesh, raw",510,18.4,5.3,0,0
"877","Turkey, hindquarter, lean flesh, baked, no added fat",714,26.8,7,0,0
"878","Turkey, hindquarter, lean flesh, skin & fat, raw",782,18.6,12.6,0,0
"879","Turkey, hindquarter, lean flesh, skin & fat, baked, no added fat",911,25.6,12.9,0,0
"880","Duck, lean flesh, raw",506,17.8,5.5,0,0
"881","Duck, lean flesh, baked, no added fat",765,24.3,9.5,0,0
"882","Duck, skin & fat, raw",2352,9.5,59.2,0,0
"883","Duck, skin & fat, baked, no added fat",2016,13.4,48.3,0,0
"884","Duck, lean flesh, skin & fat, raw",1585,13,36.9,0,0
"885","Duck, lean flesh, skin & fat, baked, no added fat",2114,17.3,49.2,0,0
"886","Quail, lean flesh & skin, raw",722,18.5,11,0,0
"887","Quail, lean flesh & skin, baked, no added fat",826,27.7,9.6,0,0
"888","Buffalo, swamp, cube roll, raw",507,24.4,2.5,0,0
"889","Buffalo, swamp, topside, raw",448,24.6,0.8,0,0
"890","Buffalo, riverine, cube roll, raw",650,23.9,6.6,0,0
"891","Buffalo, riverine, topside, raw",496,24.4,2.2,0,0
"892","Camel, cube roll, raw",630,20.3,7.7,0,0
"893","Camel, rump, raw",475,21.4,3,0,0
"894","Crocodile, tail fillet, raw",442,22.5,1.6,0,0
"895","Crocodile, back leg, raw",455,22,2.2,0,0
"896","Crocodile, cooked, no added fat",748,37.1,3.2,0,0
"897","Emu, fan fillet, raw",486,24.7,1.8,0,0
"898","Emu, steak, raw",504,25.5,1.9,0,0
"899","Emu, fried, no added fat",660,33.5,2.5,0,0
"900","Kangaroo, rump, baked, no added fat",669,33.9,2.5,0,0
"901","Kangaroo, loin fillet, grilled, no added fat",566,30.7,1.2,0,0
"902","Kangaroo, tail, raw",381,20,1.1,0,0
"903","Kangaroo, tail, cooked, no added fat",464,24.4,1.3,0,0
"904","Ostrich, fan fillet, raw",424,23.4,0.7,0,0
"905","Ostrich, moon steak, raw",455,23.7,1.4,0,0
"906","Pigeon (squab), whole, raw",1219,16.2,25.5,0,0
"907","Rabbit, farmed, whole, raw",472,23.2,2.1,0,0
"908","Rabbit, flesh, casseroled, no added fat",712,29.3,5.7,0.2,0
"909","Chicken, liver, raw",466,16.9,4.8,0,0
"910","Chicken, liver, fried, added butter",743,20.2,10.8,0,0
"911","Lamb, liver, grilled, no added fat",822,21.5,11.1,0,0
"912","Bacon, middle rasher, separable lean, fried, no added fat",858,31.2,8.5,0,0
"913","Bacon, middle rasher, untrimmed, raw",1310,15.4,28.2,0.1,0
"914","Bacon, middle rasher, untrimmed, fried, no added fat",1747,20.6,37.6,0.2,0
"915","Bacon, middle rasher, separable fat, fried, no added fat",3204,11.6,81.1,0.2,0
"916","Bacon, shortcut, as purchased without rind, fried, no added fat",1046,30.4,13.9,0.4,0
"917","Beef, corned, canned",957,21.5,15.7,0,0.7
"918","Braised steak & onions, canned",264,7.2,1.6,0.3,0.8
"919","Chicken, processed luncheon meat, low or reduced fat",472,19.4,1.2,0,0.2
"920","Frankfurt, cooked",1051,14.3,19.9,0.1,1.8
"921","Ham, leg, lean",467,17,2.5,0.2,1.8
"922","Pie, steak & kidney, canned",693,10,7.7,0,0.9
"923","Prosciutto",1224,30.8,18.8,0.3,0
"924","Sausage, beef, raw",987,14.5,18.7,0.3,0
"925","Sausage, beef, fried, no added fat",947,16.4,16.2,0.2,0.4
"926","Sausage, beef, grilled, no added fat",911,17.2,14.9,0.3,0.2
"927","Sausage, chicken, plain, fried, no added fat",1660,11.6,37.2,0.3,0.6
"928","Sausage, chicken, flavoured, fried, no added fat",1660,11.6,37.2,0.3,0.6
"929","Sausage, chorizo, uncooked",1183,20.1,22.1,0.8,0.5
"930","Sausage, chorizo, fried, no added fat",1245,21.2,23.3,0.8,0.5
"931","Sausage, lamb, plain, fried, no added fat",946,15.6,16.1,0.6,0.4
"932","Sausage, lamb, flavoured, fried, no added fat",946,15.6,16.1,0.6,0.4
"933","Sausage, pork, fried, no added fat",1083,16.5,19.4,0.4,1.4
"934","Spam, canned",1238,14.2,26.1,0,0
"935","Sausages & vegetables, canned",283,4,2.1,0.5,0.9
"936","Steak & vegetables, canned",258,4.4,1.9,0.3,1.2
"937","Coconut, fresh, mature fruit, flesh",1396,3.8,32.8,0.3,8.1
"938","Coconut, fresh, young or immature, flesh",353,1.6,5.6,1.6,0.5
"939","Coconut, fresh, mature, water or juice",87,0.5,0.1,1.3,0
"940","Coconut, fresh, young or immature, water or juice",109,0.2,0,2.7,0
"941","Coconut, grated & desiccated",2772,6.6,65.4,0.6,15.4
"942","Coconut, cream, regular fat",908,1.6,23.2,0,0
"943","Coconut, milk, canned, regular fat",620,1.4,15.4,0,0
"944","Coconut, milk, canned, reduced fat",288,0.6,7.1,0.1,0
"945","Nut, almond, with skin, raw, unsalted",2385,19.7,50.5,0.3,10.9
"946","Nut, almond, with skin, roasted, unsalted",2461,19.7,52.5,0.3,10.9
"947","Nut, almond meal",2568,20.5,55.8,0,8.9
"948","Nut, brazil, raw or blanched, unsalted",2886,14.4,68.5,0,8.5
"949","Nut, cashew, raw, unsalted",2541,17,49.2,0,5.9
"950","Nut, cashew, roasted, salted",2578,16.8,50.5,0,5.8
"951","Nut, hazelnut, raw, unsalted",2689,14.8,61.4,0,10.4
"952","Nut, macadamia, raw, unsalted",3018,9.2,74,0,6.4
"953","Nut, peanut, with skin, raw, unsalted",2376,24.7,47.1,0,8.2
"954","Nut, peanut, with skin, roasted, with oil, salted",2635,24.4,51.7,0,8.3
"955","Nut, peanut, without skin, roasted, with oil, salted",2667,25.1,52.8,0,6.2
"956","Nut, peanut, without skin, roasted, with oil, unsalted",2667,25.1,52.8,0,6.2
"957","Nut, pecan, raw, unsalted",2973,9.8,71.9,0,8.4
"958","Nut, pine, raw, unsalted",2925,13,70,0,5.1
"959","Nut, pistachio, raw, unsalted",2542,19.7,50.6,0,9
"960","Nut, walnut, raw, unsalted",2904,14.4,69.2,0,6.4
"961","Seed, linseed or flaxseed",2067,15.5,42.2,0.4,27.3
"962","Seed, pumpkin, hulled & dried",2424,30.2,49,0.1,6
"963","Seed, sunflower",2395,22.7,51,0,10.8
"964","Tahini, sesame seed pulp",2664,17.3,60.7,0,13.5
"965","Wattle seed (acacia), ground",1130,17.2,6.1,0,54.2
"966","Barramundi, aquacultured, fillet, raw",523,19.2,5.3,0,0
"967","Barramundi, aquacultured, fillet, grilled, no added fat",717,26.4,7.3,0,0
"968","Barramundi, aquacultured, fillet, steamed with no added fat",623,22.9,6.3,0,0
"969","Bassa, fillet, raw",332,15.7,1.8,0,0
"970","Bassa (basa), fillet, baked, no added fat",455,21.5,2.4,0,0
"971","Bassa (basa), fillet, steamed, no added fat",396,18.7,2.1,0,0
"972","Bream, fillet, raw",521,19.6,5.1,0,0
"973","Bream, fillet, baked, no added fat",714,26.8,7,0,0
"974","Bream, fillet, steamed, no added fat",581,22.4,5.4,0,0
"975","Flathead, flesh, raw",395,21.1,1,0,0
"976","Flathead, flesh, baked, no added fat",541,28.9,1.4,0,0
"977","Flathead, flesh, steamed, no added fat",487,26.1,1.2,0,0
"978","Gemfish, flesh, raw",323,13.2,2.6,0,0
"979","Gemfish, flesh, baked, no added fat",442,18.1,3.6,0.1,0
"980","Gemfish, flesh, steamed, no added fat",517,23.3,3.1,0,0
"981","Kingfish, yellowtail, aquacultured, fillet, with skin, raw",858,22.9,12.7,0,0
"982","Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat",1175,31.3,17.4,0,0
"983","Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat",1021,27.2,15.1,0,0
"984","Milkfish, aquacultured, flesh, raw",795,23.4,10.7,0,0
"985","Milkfish, aquacultured, flesh, grilled, no added fat",1089,32.1,14.7,0,0
"986","Milkfish, aquacultured, flesh, steamed, no added fat",946,27.9,12.8,0,0
"987","Morwong, fillet, raw",544,19.4,5.8,0,0
"988","Morwong, fillet, grilled, no added fat",745,26.5,7.9,0,0
"989","Morwong, fillet, steamed, no added fat",528,23,3.7,0,0
"990","Mullet, yelloweye, fillet, raw",549,19.2,6,0,0
"991","Mullet, yelloweye, fillet, baked, no added fat",752,26.4,8.2,0,0
"992","Mullet, yelloweye, fillet, steamed, no added fat",559,22,5,0,0
"993","Mulloway, flesh, raw",435,20.6,2.3,0,0
"994","Mulloway, flesh, baked, no added fat",595,28.2,3.2,0,0
"995","Mulloway, flesh, steamed, no added fat",540,23.2,3.9,0,0
"996","Salmon, Atlantic, fillet, raw",965,20.5,16.7,0,0
"997","Salmon, Atlantic, fillet, grilled, no added fat",1078,22.9,18.6,0,0
"998","Salmon, Atlantic, fillet, steamed, no added fat",1135,24.1,19.6,0,0
"999","Shark, fillet, without skin, raw",435,24.6,0.4,0,0
"1000","Shark, fillet, without skin, baked, no added fat",595,33.8,0.6,0,0
"1001","Shark, fillet, without skin, steamed, no added fat",488,27.7,0.5,0,0
"1002","Shark, battered, deep-fried, takeaway outlet",1090,15.5,14.5,0.3,1.3
"1003","Silver perch, aquacultured, raw",924,19.5,16,0,0
"1004","Silver perch, aquacultured, baked, no added fat",1266,26.7,22,0,0
"1005","Silver perch, aquacultured, steamed, no added fat",1100,23.2,19.1,0,0
"1006","Snapper, fillet, raw",405,20.3,1.6,0,0
"1007","Snapper, fillet, baked, no added fat",554,27.8,2.2,0,0
"1008","Snapper, fillet, steamed, no added fat",554,27.8,2.2,0,0
"1009","Tilapia, fillet, raw",477,18.5,4.4,0,0
"1010","Tilapia, fillet, baked, no added fat",654,25.3,6,0,0
"1011","Tilapia, fillet, steamed, no added fat",568,22,5.2,0,0
"1012","Trout, ocean, aquacultured, fillet, without skin, raw",1205,17.4,24.6,0,0
"1013","Trout, ocean, aquacultured, fillet, without skin, baked, no added fat",1651,23.8,33.7,0,0
"1014","Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat",1435,20.7,29.3,0,0
"1015","Trout, rainbow, aquacultured, raw",645,19.6,8.4,0,0
"1016","Trout, rainbow, aquacultured, baked, no added fat",883,26.8,11.6,0,0
"1017","Trout, rainbow, aquacultured, steamed, no added fat",767,23.3,10,0,0
"1018","Tuna, yellowfin, flesh, raw",435,23.4,1,0,0
"1019","Tuna, yellowfin, flesh, baked, no added fat",596,32.1,1.4,0,0
"1020","Tuna, yellowfin, flesh, steamed, no added fat",518,27.9,1.2,0,0
"1021","Whiting, King George, flesh, raw",362,19.8,0.7,0,0
"1022","Whiting, King George, flesh, baked, no added fat",517,28.2,1,0,0
"1023","Whiting, King George, flesh, steamed, no added fat",437,23.3,1.1,0,0
"1024","Fish, white flesh, battered, packaged frozen, baked, no added fat",820,12.2,7,0,0.5
"1025","Fish, white flesh, crumbed, packaged frozen, baked, no added fat",856,11.8,10,0.1,0.5
"1026","Abalone, black lip, aquacultured, raw",332,16.2,0.8,0.4,0
"1027","Abalone, black lip, wild, raw",380,19.4,0.6,0.4,0
"1028","Abalone, green lip, aquacultured, raw",345,17.1,0.8,0.4,0
"1029","Abalone, green lip, wild, raw",363,18.7,0.5,0.4,0
"1030","Abalone, brown lip, wild, raw",352,17.8,0.6,0.4,0
"1031","Lobster, southern rock, wild, flesh, raw",370,20.2,0.7,0,0
"1032","Lobster, southern rock, wild, flesh, purchased steamed or boiled",411,22.5,0.8,0,0
"1033","Mussel, blue, steamed",438,16,2.3,0,0
"1034","Oyster, native, aquacultured, raw",191,7.3,1.5,0,0
"1035","Oyster, Pacific, aquacultured, raw",279,10.8,2.2,0,0
"1036","Oyster, Sydney rock, aquacultured, raw",298,10.6,2.9,0,0
"1037","Oyster, aquacultured, raw",268,10.1,2.3,0,0
"1038","Prawn, banana, wild, flesh, raw",247,13.2,0.6,0,0
"1039","Prawn, banana, aquacultured, purchased cooked",428,23.2,0.9,0,0
"1040","Prawn, brown tiger, wild, flesh, raw",432,23.4,0.9,0,0
"1041","Prawn, black tiger, aquacultured, purchased cooked",383,20.2,1.1,0,0
"1042","Prawn, endeavour, wild, flesh, raw",408,22.4,0.7,0,0
"1043","Prawn, school, wild, flesh, raw",345,17.8,1.1,0,0
"1044","Prawn, Western king, wild, flesh, raw",437,23.9,0.8,0,0
"1045","Prawn, flesh, raw (green)",381,20.7,0.8,0,0
"1046","Prawn, flesh, cooked from raw, no added fat",507,27.1,1.2,0,0
"1047","Scallop, raw",351,15.6,0.8,0.4,0
"1048","Scallop, fried, no added fat",439,19.5,1,0.4,0
"1049","Squid or calamari, raw",328,16.7,1.2,0,0
"1050","Squid or calamari, fried, no added fat",410,20.9,1.5,0,0
"1051","Anchovy, canned in oil, drained",762,25.4,8.9,0,0
"1052","Cod, smoked, raw",356,18.8,1,0,0
"1053","Cod or hake, smoked, steamed",397,20.1,1.5,0,0
"1054","Fish finger, crumbed, purchased frozen, raw",924,12.1,11.6,0.2,1.1
"1055","Fish finger, crumbed, purchased frozen, grilled, no added fat",1050,13.8,13.2,0.2,1.2
"1056","Salmon, pink, canned in brine, drained",579,20.7,6.2,0,0
"1057","Salmon, flavoured, canned, undrained",538,15.5,5,0.8,0
"1058","Salmon, red, canned in brine, drained",617,24.4,5.5,0,0
"1059","Salmon, smoked, sliced",787,24.3,10.1,0,0
"1060","Tuna, canned in brine, drained",540,26.1,2.6,0,0
"1061","Tuna, flavoured, canned in oil, drained",577,18,5.8,0.4,0.3
"1062","Bar, muesli, plain or with dried fruit",1618,6.8,11.7,4.1,6.2
"1063","Bar, muesli, plain or with dried fruit, chocolate-coated",1653,6.1,11.5,3,6.4
"1064","Bar, muesli, plain or with dried fruit, yoghurt-coated",1675,6.6,14.1,3,6.4
"1065","Bar, snack, fruit filled, baked",1400,3.9,3,10,4.5
"1066","Corn chips, plain, toasted, salted",2002,7.2,25.2,0,5
"1067","Extruded snack, cheese flavoured",2038,8.8,25.8,0,3.2
"1068","Popcorn, commercial, butter flavoured, salted",2053,9.1,26.5,0,8.8
"1069","Potato crisps or chips, plain, salted",2140,6,33.3,0,3.2
"1070","Potato crisps or chips, salt & vinegar flavoured",2097,6.8,32.6,0,3.6
"1071","Potato crisps or chips, flavoured (other than salt & vinegar)",2092,6.8,32.5,0,3.6
"1072","Potato straws, French fries, plain",2165,6.9,31,0,3.2
"1073","Taco shell, from corn flour, plain",1948,6.8,21.8,0,7.3
"1074","Soup, broth style, with meat, instant dry mix",1350,4.8,3.3,1.4,4.3
"1075","Soup, broth style, with meat and noodles, instant dry mix",1530,11.4,6.3,0.7,2.2
"1076","Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",79,0.7,0.2,0,0.3
"1077","Soup, cream variety, instant dry mix",1628,5.3,13.2,1.7,6.5
"1078","Soup, vegetable, instant dry mix",1201,6.7,2.1,1.1,3.3
"1079","Soup, vegetable & noodle, instant dry mix",1514,8.7,6.3,2.8,3.9
